"type","sub_type","sqft","baths","beds","stories","year_built","listPrice"
"single_family",,"6562","7","6",,,"15200000"
"single_family",,"2673","3","3","2","1996","478000"
"land",,,"0",,,,"365840"
"single_family",,"4300","4","4","2","2001","1199900"
"land",,,"0",,,,"107662"
"single_family",,"1762","2","3","1","2004","739000"
"townhomes","townhouse","1400","3","2",,,"829000"
"land",,,"0",,,,"281000"
"condos","condo","1477","3","3","1","2000","620000"
"condos","condo","1456","2","3","1","1983","375000"
"single_family",,"2923","4","5","2","2017","380000"
"single_family",,"3062","4","5","2","2022","1075000"
"land",,,"0",,,,"4200000"
"single_family",,"2965","4","4","1","2004","675000"
"single_family",,"1920","2","3","1","2008","335000"
"single_family",,"2842","5","4","3","1997","385000"
"single_family",,"2773","4","4","1","2021","1399800"
"single_family",,"2638","4","3",,,"899000"
"condos","condo","1053","2","2","11","1965","395000"
"single_family",,"2258","2","3",,,"675000"
"single_family",,"1529","2","3",,"2001","389000"
"single_family",,"1700","2","3","1","1964","335000"
"single_family",,"2172","4","3","3","2005","639999"
"single_family",,"1319","2","3","1","1962","182500"
"single_family",,"1500","2","4",,"1985","294000"
"single_family",,"2258","2","3",,"1986","355000"
"single_family",,"1650","2","4","1","1972","150000"
"single_family",,"4000","3","4","2","1925","230000"
"single_family",,"5536","5","4",,"2007","1950000"
"single_family",,"3911","6","5","3","2026","14750000"
"single_family",,"1618","2","3","1","2003","195000"
"single_family",,"1334","3","3","2","1998","239900"
"single_family",,"1619","2","3","1",,"265000"
"single_family",,"5200","4","5","3","2023","410000"
"single_family",,"1650","2","3","2","2001","225000"
"single_family",,"1454","3","3","2","2000","250000"
"single_family",,"1499","2","2","1","1930","270000"
"townhomes","townhouse","2486","4","3","3","2025","589990"
"single_family",,"1152","2","2",,,"690000"
"single_family",,"1200","1","3","1",,"49900"
"single_family",,"1834","2","3","1","1964","525000"
"single_family",,"1225","2","3","1","1966","184900"
"single_family",,"2574","3","3",,,"1035000"
"single_family",,"2046","3","4",,,"286935"
"single_family",,"3501","3","4","2","1981","1260000"
"single_family",,"2199","2","3","1","1985","335000"
"land",,,"0",,,,"49900"
"land",,,"0",,,,"375000"
"single_family",,"3420","4","4",,"2025","1795000"
"single_family",,"1700","4","3",,"2024","305000"
"single_family",,"4721","6","5",,,"1650000"
"land",,,"0",,,,"1860000"
"single_family",,"2289","2","4","2",,"600000"
"single_family",,"2101","2","4","1","2014","750000"
"single_family",,"1963","3","3","1","1985","345000"
"single_family",,"1610","2","2","1","2023","650000"
"single_family",,"1913","3","3",,,"649000"
"single_family",,"5197","5","4","3","1778","6250000"
"single_family",,"1200","1","3","2","1891","289900"
"single_family",,"1664","2","4","1",,"242000"
"single_family",,"1650","1","3","1",,"199999"
"single_family",,"1243","2","3","1","2002","310000"
"single_family",,"2325","3","4","2","1975","285000"
"condos","condo","1170","2","3",,"1992","204500"
"land",,,"0",,,,"29000"
"single_family",,"2249","3","4","2","2004","499999"
"single_family",,,"5","6","3","2005","1385000"
"townhomes","townhouse","3495","4","3","4","2021","2400000"
"condos","condo","1150","2","2",,"1983","565000"
"land",,,,,,,"15000"
"condos","condo","1070","2","3","1","1984","375000"
"single_family",,"1218","2","3","1","2004","325000"
"single_family",,,"3","4","2","1980","479900"
"single_family",,"1743","3","4","1","1988","1300000"
"single_family",,"2356",,"3","2",,"735990"
"townhomes","townhouse","1105","2","2","1","2025","220400"
"single_family",,"1068","2","3","1","2019","199000"
"single_family",,"1530","2","3","1",,"269000"
"single_family",,"2032",,"4","1",,"392990"
"single_family",,"2670","2","3",,"1975","230000"
"condos","condo","1276","2","3","2","1983","134900"
"single_family",,"1661","2","3","1","1972","275000"
"condos","condo","720","2","2",,"1976","229900"
"single_family",,"3124","3","5","2","2017","399999"
"single_family",,"1508","2","3","1","1972","199900"
"condos","condo","1161","3","2",,,"300000"
"single_family",,"7343","6","5","4","1785","9600000"
"single_family",,"1008","2","3","1","1980","159900"
"single_family",,"3051","4","5",,"1960","389900"
"single_family",,"1655","3","3","2","2019","599000"
"single_family",,"1925","2","3","1","1997","339900"
"land",,,"0",,,,"799900"
"single_family",,"1599","2","4",,"2009","260000"
"condos","condo","1892","3","3",,"1975","340000"
"single_family",,"1774","2","4","1","2025","342900"
"single_family",,"2451","3","3","1","2013","510000"
"townhomes","townhouse","1346","3","3","2","2025","194999"
"single_family",,"1200","2","3","1","1989","215000"
"single_family",,"1020","1","2","1","1950","175000"
"land",,,,,,,"17000"
"single_family",,"3152","4","4",,,"525000"
"land",,,"0",,,,"1877232"
"single_family",,"1500","1","1","1","2016","232900"
"condos","condo","637","1","1","7","1985","165000"
"single_family",,"1461","2","3","1","1985","349900"
"condos",,"1844","3","3","2",,"230990"
"single_family",,"2912","4","4","2",,"650000"
"single_family",,"3156","4","4","1","2019","1100000"
"condos","condo","760","1","1","1","1987","94999"
"single_family",,"2092","3","3",,,"570000"
"single_family",,"1183",,"3","1",,"246990"
"condos","condo","1090","2","2","2","1980","190000"
"single_family",,"1775",,"4","1",,"370990"
"single_family",,"1633","2","3","1","2025","304999"
"single_family",,"2000","3","5","1","1988","299998"
"single_family",,"1857",,"4","2",,
"single_family",,"1232","2","3",,"1993","285000"
"condos","condo","1008","2","2",,"1985","59999"
"single_family",,"1132","1","3","1","1954","137500"
"single_family",,"3463","3","3","1","2008","625000"
"land",,,"0",,,,"995000"
"single_family",,"2965","4","3","1","1998","425000"
"single_family",,"953","1","2","1","1950","161500"
"townhomes","townhouse","946","2","2","1","2002","194900"
"land",,,"0",,,,"149000"
"single_family",,"1579","2","3","1","2010","325500"
"single_family",,"2742","3","4",,"2025","690000"
"condos","condo","572","1","1","1","1984","264000"
"single_family",,"1326","2","3","1","2018","236990"
"single_family",,"2022","2","3","1","2004","539900"
"condos","condo","490","1","1","1","1979","239900"
"single_family",,"1448","1","3","1","1973","199000"
"single_family",,"2030","2","3","1","1995","399900"
"single_family",,"3025","4","4","1","2025","1350000"
"land",,,"0",,,,"849000"
"land",,,"0",,,,"440000"
"single_family",,"1247","2","3","1","2025","271840"
"single_family",,"1302","1","3","1","1900","95000"
"land",,,"0",,,,"8810000"
"condos","condo","1650","3","2","2","1983","749900"
"land",,,"0",,,,"2495000"
"single_family",,"1510","2","3","1","2010","241000"
"condos","condo","960","2","2","1","1989","179900"
"land",,,"0",,,,"675000"
"single_family",,"3150","3","3","2","1930","799000"
"single_family",,"2145",,"3","1",,"1010990"
"condos","condo","1022","2","2","1","2008","149500"
"townhomes","townhouse","1340","3","3",,,"974900"
"single_family",,"2119","2","3","1","2016","449000"
"land",,,"0",,,,"595000"
"single_family",,"1293",,"3","1",,"278900"
"condos","condo","1890","3","3",,,"615000"
"condos","condo","256","0","0",,,"17000"
"single_family",,"1544","2","3","1","1999","400000"
"multi_family",,"1500",,"4","1",,"135000"
"single_family",,"2900","4","5","1","2025","719900"
"condos","condo","1050","2","2",,"2003","217500"
"townhomes",,"1403","3","3","2",,"209999"
"single_family",,"5501","4","4","2","2007","549900"
"single_family",,,"1","3",,"1970","155000"
"single_family",,"1215","2","3","1","1999","275000"
"single_family",,"2385","3","4","2","2025","395770"
"single_family",,"2420","2","5","1","1980","469900"
"condos","condo","649","1","1","1","1986","119900"
"townhomes","townhouse","1247","2","2",,"1986","150000"
"single_family",,"2525","3","4","2","2025","389245"
"single_family",,"2252","2","3","1","2022","565000"
"single_family",,"1118","1","3","1","1972","171900"
"townhomes",,"2062","3","4",,,"300900"
"condos","condo","1250","3","3",,,"329900"
"single_family",,"1943","2","3","2","1990","485999"
"single_family",,"3210","4","5",,"2001","393999"
"single_family",,"1456","2","3","1",,"225000"
"land",,,"0",,,,"395000"
"single_family",,"1895","3","2",,,"550000"
"single_family",,"1462","3","4",,"2026","359000"
"single_family",,"3150","4","5","2","2023","995950"
"single_family",,"1862","2","3",,,"615000"
"land",,,"0",,,,"1000"
"condos","condo","1056","2","2","1","1984","219000"
"single_family",,"3760","5","4","2","2022","8750000"
"single_family",,"4986","5","7","1","1972","2249900"
"condos","condo","1402","2","2",,"2005","149900"
"single_family",,"3144","3","3","2","2005","610000"
"single_family",,"2488","3","4","2","2017","659000"
"single_family",,"1872","3","3",,,"278000"
"single_family",,"2522","3","3","2","1995","349900"
"land",,,"0",,,,"140000"
"land",,,"0",,,,"1350000"
"single_family",,"3628","5","5","2","2023","575000"
"land",,,"0",,,,"1425000"
"single_family",,"3038","3","4","2","1999","665000"
"land",,,"0",,,,"342200"
"land",,,"0",,,,"575000"
"single_family",,"1776","2","3","1","2025","303644"
"single_family",,"1364","2","3","1","1962","143500"
"single_family",,"5115","6","4",,"2003","4595000"
"single_family",,"5892","6","6","3","2022","789900"
"single_family",,"3159","6","4","2","2004","479000"
"single_family",,"834","2","3",,"2010","469900"
"single_family",,"1210","1","2","1","1920","45000"
"condos","condo","1206","2","3","1","1999","275000"
"single_family",,"1149","2","3","1","1988","129000"
"single_family",,"3403","3","5","2","2022","690000"
"land",,,"0",,,,"35000"
"townhomes","townhouse","1596","2","2","1","1991","235000"
"single_family",,"3578","3","5","2","2014","520000"
"single_family",,"1506","2","3","1","2025","499897"
"single_family",,"3049","2","4","2","1952","385000"
"land",,,"0",,,,"39000"
"single_family",,"1320","2","2","2","1982","495000"
"single_family",,"1863","2","3","1","1974","199900"
"single_family",,"808","1","2",,"1991","149900"
"single_family",,"1205","2","3",,"1992","322000"
"single_family",,"1174","2","2","1","1978","225000"
"land",,,"0",,,,"995000"
"single_family",,"2381","3","5","2","1955","195000"
"single_family",,"1656","2","3","1",,"339480"
"single_family",,"1909","2","3","1","2020","340000"
"single_family",,"1254","2","3","1","2025","264900"
"condos","condo","1008","3","3","1","1979","420000"
"multi_family",,,,,,"1952","230000"
"single_family",,"1998","2","3","1","1971","250000"
"townhomes","townhouse","1663","3","3","2","2010","285000"
"single_family",,"733","2","2","1","1998","299000"
"single_family",,"2628","3","3",,,"899000"
"single_family",,"1680","2","3","1","2005","175000"
"single_family",,"3166","3","4","2","2014","505000"
"single_family",,"2600","3","4",,"2023","459000"
"single_family",,"1700","2","3",,"1965","375000"
"condos","condo","1000","2","2","2","1986","125000"
"single_family",,"1766","2","3","1","2024","480000"
"single_family",,,"1","2","1",,"104900"
"single_family",,"2814","3","4","2",,"539900"
"single_family",,"3895","4","4","2","2002","635000"
"single_family",,"2114","3","3","2",,"222900"
"land",,,"0",,,,"229310"
"condos","condo","1151","2","3","1","1979","399900"
"condo_townhome",,"1811",,"4","2",,"248450"
"condos","condo","800","1","1",,"1974","112000"
"multi_family",,"3136","0",,"1","1979","194900"
"single_family",,"1272","2","3",,,"379900"
"single_family",,"1766","2","3",,"1971","159000"
"condos","condo","1017","2","2","1","1982","859000"
"townhomes","townhouse","1654","3","3","2","2016","279000"
"condos","condo","1105","2","2","1","1984","159900"
"single_family",,"3200","3","5","2","2022","549900"
"single_family",,"1176","2","3","1","1985","342900"
"single_family",,"3014","3","3",,,"1875750"
"single_family",,"2355","3","4","1","1971","339900"
"single_family",,"1106","2","2","1","1912","235000"
"single_family",,"1936","2","3","1","2025","459900"
"single_family",,"816","2","3",,"2008","474900"
"single_family",,"2646","2","3","1","1972","335000"
"single_family",,"1380","1","2","1","1948","182500"
"single_family",,"6212","5","5","2","1992","1350000"
"condo_townhome_rowhome_coop","co_op","872","1","1",,"1985","134500"
"single_family",,"3010","4","5","2","2022","680000"
"single_family",,"2541",,"5","2",,
"condos","condo","300","1",,,"1973","139500"
"single_family",,"1882","3","4","2","2001","779000"
"single_family",,"2440","3","4","2","2023","674500"
"single_family",,"2307","3","3","2","1984","350000"
"condos","condo","592","1","1",,,"275000"
"single_family",,"1693","2","3","1","2008","240000"
"single_family",,"1328","1","3","2","1900","140000"
"single_family",,"2274","3","5","2","2004","399900"
"condo_townhome",,"1078",,"2","1",,"187800"
"land",,,,,,,"515000"
"single_family",,"1042","2","2","1","1994","241000"
"single_family",,"1978","2","4","1",,"299000"
"single_family",,"1360",,"3","2",,"269900"
"condos","condo","1900","3","4","2","1974","144000"
"condos","condo","960","2","2","1","1989","193500"
"single_family",,"2427","3","3","2","2019","745000"
"land",,,"0",,,,"871676"
"condos","condo","1020","2","2","1","1975","179900"
"single_family",,"1260","1","3","1","1962","145000"
"single_family",,"2319","5","4",,,"319900"
"single_family",,"1537","2","3",,"1998","329900"
"single_family",,"1422","2","3","2","2006","265000"
"single_family",,"1322","2","3","1","2006","219000"
"single_family",,"1282","2","3","1","2023","325000"
"single_family",,"1050","3","3","1","1965","303000"
"single_family",,"2423","3","3","2","2023","699000"
"single_family",,"399","2","1","2",,"145000"
"single_family",,"3825","5","5","2","2025","877750"
"land",,,"0",,,,"395000"
"single_family",,"1320","2","2","1",,"244900"
"single_family",,"2149","2","3","1","1968","186000"
"land",,,"0",,,,"300000"
"single_family",,"2443","3","3","2","1974","499000"
"single_family",,"1157","2","2",,"1972","1250000"
"single_family",,"3200","4","3","2","2025","699500"
"single_family",,"2033","3","4","3","1972","385500"
"single_family",,"780","1","2",,"1944","365000"
"single_family",,"1059","2","2","1",,"185000"
"single_family",,"1931","2","4","2","2005","282500"
"single_family",,"6091","7","6","2","2001","2899999"
"land",,,"0",,,,"45000"
"single_family",,"1840","2","3","2","1985","294000"
"land",,,"0",,,,"159900"
"single_family",,"2643","5","4",,,"1599900"
"townhomes","townhouse","1568","3","3","2","2020","269900"
"townhomes","townhouse","1771","3","3","2","1985","73900"
"townhomes","townhouse","1927","3","3","2","2022","325000"
"single_family",,"1874","2","3","1","1952","259750"
"single_family",,"1112","2","2",,"1925","179900"
"single_family",,"1945","3","4","1","2007","315000"
"single_family",,"1311","2","3","1","2025","275000"
"condos","condo","700","1","1","1","1985","49000"
"single_family",,"1590","3","3","1",,"349990"
"land",,,"0",,,,"500000"
"single_family",,"1434","2","3","1","2006","290000"
"single_family",,"3954","3","5",,"1975","475000"
"single_family",,"600","1","2","1","1970","25000"
"single_family",,"1120","2","3","1","1987","264900"
"single_family",,"1550","2","3","1",,"339000"
"land",,,"0",,,,"54900"
"single_family",,"1086","1","2","1","1963","145000"
"single_family",,"1336","2","3",,"1984","189500"
"single_family",,"1474","2","3","1","1974","117500"
"single_family",,"1400","3","3","2","1984","494000"
"single_family",,"1609","2","3",,"1936","150000"
"land",,,"0",,,,"9750"
"land",,,,,,,"50000"
"townhomes","townhouse","1092","2","2","1","2006","230000"
"single_family",,"6735","5","4","2","1976","2329000"
"single_family",,"1600","3","3","1","2025","359990"
"land",,,"0",,,,"49000"
"single_family",,"1742","3","4","2","1999","544900"
"single_family",,"1587","2","3","1","1991","255000"
"single_family",,"2907","4","4",,"1999","1025000"
"single_family",,"2317","2","4","1","1998","849000"
"land",,,"0",,,,"75000"
"single_family",,"3835","5","5","3","1936","1700000"
"single_family",,"1572","3","3","1","2025","351500"
"single_family",,"1302","2","3",,,"369500"
"single_family",,"2070","3","4",,"2017","399999"
"single_family",,"1400","1","2","1",,"280000"
"single_family",,"2301","3","3","2","1988","500000"
"land",,,"0",,,,"65000"
"single_family",,"1238","2","3","1",,"257000"
"single_family",,"1420","2","4","1","1998","189900"
"single_family",,"2325","2","3","1","2004","325000"
"land",,,"0",,,,"62000"
"single_family",,"1983","2","3",,"1975","250000"
"single_family",,"1474","2","3","1",,"282000"
"single_family",,"1982","2","3",,"1938","258999"
"single_family",,"2366","3","4","2",,"419900"
"single_family",,"2835","4","4",,"2017","330000"
"single_family",,"2340","2","3","1","1963","230000"
"single_family",,"880","1","2","1","1920","172900"
"single_family",,"1622","2","3","1","2013","314900"
"single_family",,"2160","2","4","1","1965","249000"
"single_family",,"1350","2","2",,,"289900"
"single_family",,"2074","2","3","1","2005","299490"
"single_family",,"7097","6","6","3",,"1850000"
"single_family",,"1720","2","4","2","1974","370000"
"single_family",,"2561","3","3","1",,"575000"
"single_family",,"2170","3","4","2","2005","349000"
"single_family",,"1500","1","3",,"1960","154000"
"single_family",,"1248","2","3","1","1989","155000"
"single_family",,"2952","4","5","2",,"1182900"
